Number,Experiment,Date,Day,Hour,Transfer,Strain,Media,Temperature,Treatment,Replicate,RF,Rfctrl,Rep,seqRep,lnRF,trDay
1,salinity,2015-02-23,33,96,8,331,ASW,15,0,1,5827.06,20.34,1,8,8.66677114654121,5
2,salinity,2015-02-23,33,96,8,332,ASW,15,0,1,2002.99,20.34,1,8,7.59218961268965,5
3,salinity,2015-02-23,33,96,8,333,ASW,15,0,1,5275.19,20.34,1,8,8.56690673866008,5
4,salinity,2015-02-23,33,96,8,1263,ASW,15,0,1,2883.06,20.34,1,8,7.95952750080443,5
5,salinity,2015-02-23,33,96,8,331,ASW,15,2,1,10021.38,17.56,1,8,9.21072229903276,5
6,salinity,2015-02-23,33,96,8,332,ASW,15,2,1,7808.7,17.56,1,8,8.96074246962134,5
7,salinity,2015-02-23,33,96,8,333,ASW,15,2,1,9208.55,17.56,1,8,9.12597893533663,5
8,salinity,2015-02-23,33,96,8,1263,ASW,15,2,1,9518.81,17.56,1,8,9.15917864788025,5
9,salinity,2015-02-23,33,96,8,331,ASW,15,12,1,10112.28,17.72,1,8,9.21975194386341,5
10,salinity,2015-02-23,33,96,8,332,ASW,15,12,1,7927.61,17.72,1,8,8.97586915421747,5
11,salinity,2015-02-23,33,96,8,333,ASW,15,12,1,9904.86,17.72,1,8,9.19899020180497,5
12,salinity,2015-02-23,33,96,8,1263,ASW,15,12,1,8543.3,17.72,1,8,9.05082633502805,5
13,salinity,2015-02-23,33,96,8,331,ASW,15,24,1,6496.06,20.09,1,8,8.7758536822976,5
14,salinity,2015-02-23,33,96,8,332,ASW,15,24,1,5812.14,20.09,1,8,8.66424156662498,5
15,salinity,2015-02-23,33,96,8,333,ASW,15,24,1,6271.92,20.09,1,8,8.74062949987289,5
16,salinity,2015-02-23,33,96,8,1263,ASW,15,24,1,4890.6,20.09,1,8,8.49095393338619,5
17,salinity,2015-02-23,33,96,8,331,ASW,15,36,1,3525.99,21.88,1,8,8.16169184425761,5
18,salinity,2015-02-23,33,96,8,332,ASW,15,36,1,3506.83,21.88,1,8,8.15620897588941,5
19,salinity,2015-02-23,33,96,8,333,ASW,15,36,1,4233.58,21.88,1,8,8.34562164564601,5
20,salinity,2015-02-23,33,96,8,1263,ASW,15,36,1,6770.97,21.88,1,8,8.81716295996343,5
21,salinity,2015-02-23,33,96,8,331,ASW,15,0,2,5300.21,20.34,2,8,8.57165675518508,5
22,salinity,2015-02-23,33,96,8,332,ASW,15,0,2,959.24,20.34,2,8,6.8447089772645,5
23,salinity,2015-02-23,33,96,8,333,ASW,15,0,2,5291.09,20.34,2,8,8.5699279464001,5
24,salinity,2015-02-23,33,96,8,1263,ASW,15,0,2,2763.07,20.34,2,8,7.91670905371951,5
25,salinity,2015-02-23,33,96,8,331,ASW,15,2,2,9641.24,17.56,2,8,9.1719820068939,5
26,salinity,2015-02-23,33,96,8,332,ASW,15,2,2,6717.29,17.56,2,8,8.80982250605959,5
27,salinity,2015-02-23,33,96,8,333,ASW,15,2,2,9022.85,17.56,2,8,9.10556746142244,5
28,salinity,2015-02-23,33,96,8,1263,ASW,15,2,2,7284.61,17.56,2,8,8.8911057110113,5
29,salinity,2015-02-23,33,96,8,331,ASW,15,12,2,12210.99,17.72,2,8,9.40863943916812,5
30,salinity,2015-02-23,33,96,8,332,ASW,15,12,2,10867.74,17.72,2,8,9.29192220228488,5
31,salinity,2015-02-23,33,96,8,333,ASW,15,12,2,10529.29,17.72,2,8,9.26023183425607,5
32,salinity,2015-02-23,33,96,8,1263,ASW,15,12,2,8551.81,17.72,2,8,9.05182400974343,5
33,salinity,2015-02-23,33,96,8,331,ASW,15,24,2,7536.94,20.09,2,8,8.92490244620918,5
34,salinity,2015-02-23,33,96,8,332,ASW,15,24,2,8307.84,20.09,2,8,9.02253379995165,5
35,salinity,2015-02-23,33,96,8,333,ASW,15,24,2,7924.26,20.09,2,8,8.97514574729357,5
36,salinity,2015-02-23,33,96,8,1263,ASW,15,24,2,8712.42,20.09,2,8,9.07019630660133,5
37,salinity,2015-02-23,33,96,8,331,ASW,15,36,2,3745.79,21.88,2,8,8.22252947054316,5
38,salinity,2015-02-23,33,96,8,332,ASW,15,36,2,4492.44,21.88,2,8,8.40526895940283,5
39,salinity,2015-02-23,33,96,8,333,ASW,15,36,2,4349.39,21.88,2,8,8.3727475978507,5
40,salinity,2015-02-23,33,96,8,1263,ASW,15,36,2,6211.88,21.88,2,8,8.73069036567864,5
41,salinity,2015-02-23,33,96,8,331,ASW,15,0,3,6748.2,20.34,3,8,8.81401239287505,5
42,salinity,2015-02-23,33,96,8,332,ASW,15,0,3,1926.64,20.34,3,8,7.55291946951993,5
43,salinity,2015-02-23,33,96,8,333,ASW,15,0,3,4664.22,20.34,3,8,8.44330550269065,5
44,salinity,2015-02-23,33,96,8,1263,ASW,15,0,3,3659.14,20.34,3,8,8.19940923594791,5
45,salinity,2015-02-23,33,96,8,331,ASW,15,2,3,9991.62,17.56,3,8,9.20774300172864,5
46,salinity,2015-02-23,33,96,8,332,ASW,15,2,3,5925.1,17.56,3,8,8.68398478009189,5
47,salinity,2015-02-23,33,96,8,333,ASW,15,2,3,9444.21,17.56,3,8,9.15129606330689,5
48,salinity,2015-02-23,33,96,8,1263,ASW,15,2,3,9323.08,17.56,3,8,9.13836305144827,5
49,salinity,2015-02-23,33,96,8,331,ASW,15,12,3,11689.13,17.72,3,8,9.36489754060424,5
50,salinity,2015-02-23,33,96,8,332,ASW,15,12,3,9932.47,17.72,3,8,9.20177882631427,5
51,salinity,2015-02-23,33,96,8,333,ASW,15,12,3,8973.51,17.72,3,8,9.1000555294759,5
52,salinity,2015-02-23,33,96,8,1263,ASW,15,12,3,8242.86,17.72,3,8,9.01495059676531,5
53,salinity,2015-02-23,33,96,8,331,ASW,15,24,3,7106.32,20.09,3,8,8.86590874326727,5
54,salinity,2015-02-23,33,96,8,332,ASW,15,24,3,6425.16,20.09,3,8,8.76484514323286,5
55,salinity,2015-02-23,33,96,8,333,ASW,15,24,3,7279.74,20.09,3,8,8.89008689729034,5
56,salinity,2015-02-23,33,96,8,1263,ASW,15,24,3,6956.52,20.09,3,8,8.84454251192513,5
57,salinity,2015-02-23,33,96,8,331,ASW,15,36,3,3767.53,21.88,3,8,8.2283504456437,5
58,salinity,2015-02-23,33,96,8,332,ASW,15,36,3,3363.19,21.88,3,8,8.11411822464319,5
59,salinity,2015-02-23,33,96,8,333,ASW,15,36,3,4033.2,21.88,3,8,8.29687564319109,5
60,salinity,2015-02-23,33,96,8,1263,ASW,15,36,3,6970.34,21.88,3,8,8.84627533127194,5
1,salinity,2015-02-23,33,0,9,331,ASW,15,0,1,500,0,1,9,6.21460809842219,1
2,salinity,2015-02-23,33,0,9,332,ASW,15,0,1,500,0,1,9,6.21460809842219,1
3,salinity,2015-02-23,33,0,9,333,ASW,15,0,1,500,0,1,9,6.21460809842219,1
4,salinity,2015-02-23,33,0,9,1263,ASW,15,0,1,500,0,1,9,6.21460809842219,1
5,salinity,2015-02-23,33,0,9,331,ASW,15,2,1,500,0,1,9,6.21460809842219,1
6,salinity,2015-02-23,33,0,9,332,ASW,15,2,1,500,0,1,9,6.21460809842219,1
7,salinity,2015-02-23,33,0,9,333,ASW,15,2,1,500,0,1,9,6.21460809842219,1
8,salinity,2015-02-23,33,0,9,1263,ASW,15,2,1,500,0,1,9,6.21460809842219,1
9,salinity,2015-02-23,33,0,9,331,ASW,15,12,1,500,0,1,9,6.21460809842219,1
10,salinity,2015-02-23,33,0,9,332,ASW,15,12,1,500,0,1,9,6.21460809842219,1
11,salinity,2015-02-23,33,0,9,333,ASW,15,12,1,500,0,1,9,6.21460809842219,1
12,salinity,2015-02-23,33,0,9,1263,ASW,15,12,1,500,0,1,9,6.21460809842219,1
13,salinity,2015-02-23,33,0,9,331,ASW,15,24,1,500,0,1,9,6.21460809842219,1
14,salinity,2015-02-23,33,0,9,332,ASW,15,24,1,500,0,1,9,6.21460809842219,1
15,salinity,2015-02-23,33,0,9,333,ASW,15,24,1,500,0,1,9,6.21460809842219,1
16,salinity,2015-02-23,33,0,9,1263,ASW,15,24,1,500,0,1,9,6.21460809842219,1
17,salinity,2015-02-23,33,0,9,331,ASW,15,36,1,500,0,1,9,6.21460809842219,1
18,salinity,2015-02-23,33,0,9,332,ASW,15,36,1,500,0,1,9,6.21460809842219,1
19,salinity,2015-02-23,33,0,9,333,ASW,15,36,1,500,0,1,9,6.21460809842219,1
20,salinity,2015-02-23,33,0,9,1263,ASW,15,36,1,500,0,1,9,6.21460809842219,1
21,salinity,2015-02-23,33,0,9,331,ASW,15,0,2,500,0,2,9,6.21460809842219,1
22,salinity,2015-02-23,33,0,9,332,ASW,15,0,2,500,0,2,9,6.21460809842219,1
23,salinity,2015-02-23,33,0,9,333,ASW,15,0,2,500,0,2,9,6.21460809842219,1
24,salinity,2015-02-23,33,0,9,1263,ASW,15,0,2,500,0,2,9,6.21460809842219,1
25,salinity,2015-02-23,33,0,9,331,ASW,15,2,2,500,0,2,9,6.21460809842219,1
26,salinity,2015-02-23,33,0,9,332,ASW,15,2,2,500,0,2,9,6.21460809842219,1
27,salinity,2015-02-23,33,0,9,333,ASW,15,2,2,500,0,2,9,6.21460809842219,1
28,salinity,2015-02-23,33,0,9,1263,ASW,15,2,2,500,0,2,9,6.21460809842219,1
29,salinity,2015-02-23,33,0,9,331,ASW,15,12,2,500,0,2,9,6.21460809842219,1
30,salinity,2015-02-23,33,0,9,332,ASW,15,12,2,500,0,2,9,6.21460809842219,1
31,salinity,2015-02-23,33,0,9,333,ASW,15,12,2,500,0,2,9,6.21460809842219,1
32,salinity,2015-02-23,33,0,9,1263,ASW,15,12,2,500,0,2,9,6.21460809842219,1
33,salinity,2015-02-23,33,0,9,331,ASW,15,24,2,500,0,2,9,6.21460809842219,1
34,salinity,2015-02-23,33,0,9,332,ASW,15,24,2,500,0,2,9,6.21460809842219,1
35,salinity,2015-02-23,33,0,9,333,ASW,15,24,2,500,0,2,9,6.21460809842219,1
36,salinity,2015-02-23,33,0,9,1263,ASW,15,24,2,500,0,2,9,6.21460809842219,1
37,salinity,2015-02-23,33,0,9,331,ASW,15,36,2,500,0,2,9,6.21460809842219,1
38,salinity,2015-02-23,33,0,9,332,ASW,15,36,2,500,0,2,9,6.21460809842219,1
39,salinity,2015-02-23,33,0,9,333,ASW,15,36,2,500,0,2,9,6.21460809842219,1
40,salinity,2015-02-23,33,0,9,1263,ASW,15,36,2,500,0,2,9,6.21460809842219,1
41,salinity,2015-02-23,33,0,9,331,ASW,15,0,3,500,0,3,9,6.21460809842219,1
42,salinity,2015-02-23,33,0,9,332,ASW,15,0,3,500,0,3,9,6.21460809842219,1
43,salinity,2015-02-23,33,0,9,333,ASW,15,0,3,500,0,3,9,6.21460809842219,1
44,salinity,2015-02-23,33,0,9,1263,ASW,15,0,3,500,0,3,9,6.21460809842219,1
45,salinity,2015-02-23,33,0,9,331,ASW,15,2,3,500,0,3,9,6.21460809842219,1
46,salinity,2015-02-23,33,0,9,332,ASW,15,2,3,500,0,3,9,6.21460809842219,1
47,salinity,2015-02-23,33,0,9,333,ASW,15,2,3,500,0,3,9,6.21460809842219,1
48,salinity,2015-02-23,33,0,9,1263,ASW,15,2,3,500,0,3,9,6.21460809842219,1
49,salinity,2015-02-23,33,0,9,331,ASW,15,12,3,500,0,3,9,6.21460809842219,1
50,salinity,2015-02-23,33,0,9,332,ASW,15,12,3,500,0,3,9,6.21460809842219,1
51,salinity,2015-02-23,33,0,9,333,ASW,15,12,3,500,0,3,9,6.21460809842219,1
52,salinity,2015-02-23,33,0,9,1263,ASW,15,12,3,500,0,3,9,6.21460809842219,1
53,salinity,2015-02-23,33,0,9,331,ASW,15,24,3,500,0,3,9,6.21460809842219,1
54,salinity,2015-02-23,33,0,9,332,ASW,15,24,3,500,0,3,9,6.21460809842219,1
55,salinity,2015-02-23,33,0,9,333,ASW,15,24,3,500,0,3,9,6.21460809842219,1
56,salinity,2015-02-23,33,0,9,1263,ASW,15,24,3,500,0,3,9,6.21460809842219,1
57,salinity,2015-02-23,33,0,9,331,ASW,15,36,3,500,0,3,9,6.21460809842219,1
58,salinity,2015-02-23,33,0,9,332,ASW,15,36,3,500,0,3,9,6.21460809842219,1
59,salinity,2015-02-23,33,0,9,333,ASW,15,36,3,500,0,3,9,6.21460809842219,1
60,salinity,2015-02-23,33,0,9,1263,ASW,15,36,3,500,0,3,9,6.21460809842219,1
1,salinity,2015-02-24,34,24,9,331,ASW,15,0,1,916.1,21.64,1,9,6.79622018422951,2
2,salinity,2015-02-24,34,24,9,332,ASW,15,0,1,890.68,21.64,1,9,6.7673891541255,2
3,salinity,2015-02-24,34,24,9,333,ASW,15,0,1,979.39,21.64,1,9,6.86458678358076,2
4,salinity,2015-02-24,34,24,9,1263,ASW,15,0,1,856.95,21.64,1,9,6.72780291343688,2
5,salinity,2015-02-24,34,24,9,331,ASW,15,2,1,973.5,18.41,1,9,6.86180557687804,2
6,salinity,2015-02-24,34,24,9,332,ASW,15,2,1,948.16,18.41,1,9,6.83491573280518,2
7,salinity,2015-02-24,34,24,9,333,ASW,15,2,1,855.26,18.41,1,9,6.72964484295965,2
8,salinity,2015-02-24,34,24,9,1263,ASW,15,2,1,1009.42,18.41,1,9,6.89872462509643,2
9,salinity,2015-02-24,34,24,9,331,ASW,15,12,1,1009.02,17.57,1,9,6.89916851804481,2
10,salinity,2015-02-24,34,24,9,332,ASW,15,12,1,803.61,17.57,1,9,6.66700768171957,2
11,salinity,2015-02-24,34,24,9,333,ASW,15,12,1,918.48,17.57,1,9,6.80340536360689,2
12,salinity,2015-02-24,34,24,9,1263,ASW,15,12,1,500,17.57,1,9,6.17883583253404,2
13,salinity,2015-02-24,34,24,9,331,ASW,15,24,1,979.69,20.61,1,9,6.86597449163357,2
14,salinity,2015-02-24,34,24,9,332,ASW,15,24,1,883.5,20.61,1,9,6.76028722061874,2
15,salinity,2015-02-24,34,24,9,333,ASW,15,24,1,1087.73,20.61,1,9,6.97271870983279,2
16,salinity,2015-02-24,34,24,9,1263,ASW,15,24,1,973.68,20.61,1,9,6.85968835321275,2
17,salinity,2015-02-24,34,24,9,331,ASW,15,36,1,868.72,21.27,1,9,6.74223184046406,2
18,salinity,2015-02-24,34,24,9,332,ASW,15,36,1,887.56,21.27,1,9,6.76421972548421,2
19,salinity,2015-02-24,34,24,9,333,ASW,15,36,1,774.34,21.27,1,9,6.62415818496663,2
20,salinity,2015-02-24,34,24,9,1263,ASW,15,36,1,954.82,21.27,1,9,6.83899452341134,2
21,salinity,2015-02-24,34,24,9,331,ASW,15,0,2,1066.97,21.64,2,9,6.95208790402159,2
22,salinity,2015-02-24,34,24,9,332,ASW,15,0,2,827.25,21.64,2,9,6.69159975443555,2
23,salinity,2015-02-24,34,24,9,333,ASW,15,0,2,958.41,21.64,2,9,6.84243778785954,2
24,salinity,2015-02-24,34,24,9,1263,ASW,15,0,2,809.47,21.64,2,9,6.6692823305429,2
25,salinity,2015-02-24,34,24,9,331,ASW,15,2,2,1077.92,18.41,2,9,6.96556181607816,2
26,salinity,2015-02-24,34,24,9,332,ASW,15,2,2,966.63,18.41,2,9,6.85458654284207,2
27,salinity,2015-02-24,34,24,9,333,ASW,15,2,2,1060.91,18.41,2,9,6.94937695367296,2
28,salinity,2015-02-24,34,24,9,1263,ASW,15,2,2,1082.39,18.41,2,9,6.96977187273244,2
29,salinity,2015-02-24,34,24,9,331,ASW,15,12,2,965.44,17.57,2,9,6.85421736205005,2
30,salinity,2015-02-24,34,24,9,332,ASW,15,12,2,922.57,17.57,2,9,6.80793494369993,2
31,salinity,2015-02-24,34,24,9,333,ASW,15,12,2,848.38,17.57,2,9,6.72240112852076,2
32,salinity,2015-02-24,34,24,9,1263,ASW,15,12,2,842.69,17.57,2,9,6.71552883030265,2
33,salinity,2015-02-24,34,24,9,331,ASW,15,24,2,972.19,20.61,2,9,6.85812376097381,2
34,salinity,2015-02-24,34,24,9,332,ASW,15,24,2,862.6,20.61,2,9,6.73576813768724,2
35,salinity,2015-02-24,34,24,9,333,ASW,15,24,2,777.58,20.61,2,9,6.62932362253326,2
36,salinity,2015-02-24,34,24,9,1263,ASW,15,24,2,927.23,20.61,2,9,6.80972339870904,2
37,salinity,2015-02-24,34,24,9,331,ASW,15,36,2,904.75,21.27,2,9,6.78386865426527,2
38,salinity,2015-02-24,34,24,9,332,ASW,15,36,2,802.53,21.27,2,9,6.66090800096869,2
39,salinity,2015-02-24,34,24,9,333,ASW,15,36,2,793.66,21.27,2,9,6.64948960381079,2
40,salinity,2015-02-24,34,24,9,1263,ASW,15,36,2,844.99,21.27,2,9,6.71383066633715,2
41,salinity,2015-02-24,34,24,9,331,ASW,15,0,3,794.72,21.64,3,9,6.65038253611727,2
42,salinity,2015-02-24,34,24,9,332,ASW,15,0,3,814.19,21.64,3,9,6.6752555952439,2
43,salinity,2015-02-24,34,24,9,333,ASW,15,0,3,844.44,21.64,3,9,6.7127131577788,2
44,salinity,2015-02-24,34,24,9,1263,ASW,15,0,3,850.74,21.64,3,9,6.72034077512217,2
45,salinity,2015-02-24,34,24,9,331,ASW,15,2,3,941.26,18.41,3,9,6.8274667077533,2
46,salinity,2015-02-24,34,24,9,332,ASW,15,2,3,966.36,18.41,3,9,6.85430175824805,2
47,salinity,2015-02-24,34,24,9,333,ASW,15,2,3,938.21,18.41,3,9,6.82415625510582,2
48,salinity,2015-02-24,34,24,9,1263,ASW,15,2,3,962.43,18.41,3,9,6.85014735236175,2
49,salinity,2015-02-24,34,24,9,331,ASW,15,12,3,926.81,17.57,3,9,6.81260908573128,2
50,salinity,2015-02-24,34,24,9,332,ASW,15,12,3,923.38,17.57,3,9,6.80882957102585,2
51,salinity,2015-02-24,34,24,9,333,ASW,15,12,3,1058.45,17.57,3,9,6.94782178819522,2
52,salinity,2015-02-24,34,24,9,1263,ASW,15,12,3,909.79,17.57,3,9,6.79371273894146,2
53,salinity,2015-02-24,34,24,9,331,ASW,15,24,3,1147.42,20.61,3,9,7.02714591065222,2
54,salinity,2015-02-24,34,24,9,332,ASW,15,24,3,897.42,20.61,3,9,6.7762903212382,2
55,salinity,2015-02-24,34,24,9,333,ASW,15,24,3,975.36,20.61,3,9,6.86144952610563,2
56,salinity,2015-02-24,34,24,9,1263,ASW,15,24,3,968.22,20.61,3,9,6.85394302520489,2
57,salinity,2015-02-24,34,24,9,331,ASW,15,36,3,780.64,21.27,3,9,6.6324891421451,2
58,salinity,2015-02-24,34,24,9,332,ASW,15,36,3,945.95,21.27,3,9,6.82944773171338,2
59,salinity,2015-02-24,34,24,9,333,ASW,15,36,3,800.88,21.27,3,9,6.65879379464196,2
60,salinity,2015-02-24,34,24,9,1263,ASW,15,36,3,966.87,21.27,3,9,6.85181964665183,2
1,salinity,2015-02-25,35,48,9,331,ASW,15,0,1,1738.31,22.3,1,9,7.44775710753676,3
2,salinity,2015-02-25,35,48,9,332,ASW,15,0,1,1440.48,22.3,1,9,7.25712963838715,3
3,salinity,2015-02-25,35,48,9,333,ASW,15,0,1,1993.03,22.3,1,9,7.58615931146787,3
4,salinity,2015-02-25,35,48,9,1263,ASW,15,0,1,1469.62,22.3,1,9,7.27746884938315,3
5,salinity,2015-02-25,35,48,9,331,ASW,15,2,1,2205.34,18.38,1,9,7.69026773061467,3
6,salinity,2015-02-25,35,48,9,332,ASW,15,2,1,1996,18.38,1,9,7.58964938048084,3
7,salinity,2015-02-25,35,48,9,333,ASW,15,2,1,2088.99,18.38,1,9,7.63559852883836,3
8,salinity,2015-02-25,35,48,9,1263,ASW,15,2,1,2278.37,18.38,1,9,7.72311566747778,3
9,salinity,2015-02-25,35,48,9,331,ASW,15,12,1,2640.16,17.33,1,9,7.87200916648174,3
10,salinity,2015-02-25,35,48,9,332,ASW,15,12,1,1873.58,17.33,1,9,7.52631360255101,3
11,salinity,2015-02-25,35,48,9,333,ASW,15,12,1,2103.91,17.33,1,9,7.64328164101717,3
12,salinity,2015-02-25,35,48,9,1263,ASW,15,12,1,1166.72,17.33,1,9,7.04698664584439,3
13,salinity,2015-02-25,35,48,9,331,ASW,15,24,1,2116.08,19.45,1,9,7.64808657279715,3
14,salinity,2015-02-25,35,48,9,332,ASW,15,24,1,1981.78,19.45,1,9,7.58188782170065,3
15,salinity,2015-02-25,35,48,9,333,ASW,15,24,1,1988.14,19.45,1,9,7.58512362591906,3
16,salinity,2015-02-25,35,48,9,1263,ASW,15,24,1,1622.89,19.45,1,9,7.37990660028533,3
17,salinity,2015-02-25,35,48,9,331,ASW,15,36,1,1379.6,19.62,1,9,7.21522527273961,3
18,salinity,2015-02-25,35,48,9,332,ASW,15,36,1,1566.38,19.62,1,9,7.3439176995591,3
19,salinity,2015-02-25,35,48,9,333,ASW,15,36,1,1339.65,19.62,1,9,7.18540974259488,3
20,salinity,2015-02-25,35,48,9,1263,ASW,15,36,1,1625.89,19.62,1,9,7.38166999992788,3
21,salinity,2015-02-25,35,48,9,331,ASW,15,0,2,1957.52,22.3,2,9,7.56797629409152,3
22,salinity,2015-02-25,35,48,9,332,ASW,15,0,2,1179.26,22.3,2,9,7.05355115442664,3
23,salinity,2015-02-25,35,48,9,333,ASW,15,0,2,1643.84,22.3,2,9,7.39113159395992,3
24,salinity,2015-02-25,35,48,9,1263,ASW,15,0,2,1450.83,22.3,2,9,7.26440122250036,3
25,salinity,2015-02-25,35,48,9,331,ASW,15,2,2,2302.97,18.38,2,9,7.73394185615641,3
26,salinity,2015-02-25,35,48,9,332,ASW,15,2,2,1889.1,18.38,2,9,7.53407866248283,3
27,salinity,2015-02-25,35,48,9,333,ASW,15,2,2,2459.18,18.38,2,9,7.80008113340246,3
28,salinity,2015-02-25,35,48,9,1263,ASW,15,2,2,2165.94,18.38,2,9,7.6720875929326,3
29,salinity,2015-02-25,35,48,9,331,ASW,15,12,2,2409.35,17.33,2,9,7.77989347623958,3
30,salinity,2015-02-25,35,48,9,332,ASW,15,12,2,1937.97,17.33,2,9,7.56041374281195,3
31,salinity,2015-02-25,35,48,9,333,ASW,15,12,2,2853.11,17.33,2,9,7.95007231059504,3
32,salinity,2015-02-25,35,48,9,1263,ASW,15,12,2,1671.95,17.33,2,9,7.41132665419663,3
33,salinity,2015-02-25,35,48,9,331,ASW,15,24,2,2068.56,19.45,2,9,7.62516083152218,3
34,salinity,2015-02-25,35,48,9,332,ASW,15,24,2,1639.08,19.45,2,9,7.38995300707858,3
35,salinity,2015-02-25,35,48,9,333,ASW,15,24,2,1706.01,19.45,2,9,7.43044623050688,3
36,salinity,2015-02-25,35,48,9,1263,ASW,15,24,2,1719.01,19.45,2,9,7.4381246730143,3
37,salinity,2015-02-25,35,48,9,331,ASW,15,36,2,1393.38,19.62,2,9,7.2253067850362,3
38,salinity,2015-02-25,35,48,9,332,ASW,15,36,2,1454.02,19.62,2,9,7.26850192229092,3
39,salinity,2015-02-25,35,48,9,333,ASW,15,36,2,1423.2,19.62,2,9,7.24678139453373,3
40,salinity,2015-02-25,35,48,9,1263,ASW,15,36,2,1554.43,19.62,2,9,7.33616187385848,3
41,salinity,2015-02-25,35,48,9,331,ASW,15,0,3,1710.71,22.3,3,9,7.43154253665792,3
42,salinity,2015-02-25,35,48,9,332,ASW,15,0,3,1325.73,22.3,3,9,7.17275453035889,3
43,salinity,2015-02-25,35,48,9,333,ASW,15,0,3,1646.1,22.3,3,9,7.39252436042835,3
44,salinity,2015-02-25,35,48,9,1263,ASW,15,0,3,1606.42,22.3,3,9,7.36778432708067,3
45,salinity,2015-02-25,35,48,9,331,ASW,15,2,3,2135.48,18.38,3,9,7.65780250667489,3
46,salinity,2015-02-25,35,48,9,332,ASW,15,2,3,1839.73,18.38,3,9,7.50733326334592,3
47,salinity,2015-02-25,35,48,9,333,ASW,15,2,3,2171.57,18.38,3,9,7.6747057424256,3
48,salinity,2015-02-25,35,48,9,1263,ASW,15,2,3,2349.27,18.38,3,9,7.75400544787508,3
49,salinity,2015-02-25,35,48,9,331,ASW,15,12,3,2317.08,17.33,3,9,7.74055570035727,3
50,salinity,2015-02-25,35,48,9,332,ASW,15,12,3,2023.8,17.33,3,9,7.60413223818727,3
51,salinity,2015-02-25,35,48,9,333,ASW,15,12,3,2319.3,17.33,3,9,7.74152055705095,3
52,salinity,2015-02-25,35,48,9,1263,ASW,15,12,3,1662.56,17.33,3,9,7.40563547105508,3
53,salinity,2015-02-25,35,48,9,331,ASW,15,24,3,1668.46,19.45,3,9,7.40793038682259,3
54,salinity,2015-02-25,35,48,9,332,ASW,15,24,3,1651.82,19.45,3,9,7.39778822551421,3
55,salinity,2015-02-25,35,48,9,333,ASW,15,24,3,2045.48,19.45,3,9,7.61383349220147,3
56,salinity,2015-02-25,35,48,9,1263,ASW,15,24,3,1641.7,19.45,3,9,7.39156935350128,3
57,salinity,2015-02-25,35,48,9,331,ASW,15,36,3,1450.85,19.62,3,9,7.26628949340579,3
58,salinity,2015-02-25,35,48,9,332,ASW,15,36,3,1359.16,19.62,3,9,7.20008155042757,3
59,salinity,2015-02-25,35,48,9,333,ASW,15,36,3,1359.92,19.62,3,9,7.20064874848445,3
60,salinity,2015-02-25,35,48,9,1263,ASW,15,36,3,1746.45,19.62,3,9,7.45404263670623,3
1,salinity,2015-02-26,36,72,9,331,ASW,15,0,1,3362.71,24.09,1,9,8.1133128269383,4
2,salinity,2015-02-26,36,72,9,332,ASW,15,0,1,2460.68,24.09,1,9,7.79835479983243,4
3,salinity,2015-02-26,36,72,9,333,ASW,15,0,1,3626.7,24.09,1,9,8.18941386175866,4
4,salinity,2015-02-26,36,72,9,1263,ASW,15,0,1,2787.91,24.09,1,9,7.92436905975683,4
5,salinity,2015-02-26,36,72,9,331,ASW,15,2,1,4156.19,18.16,1,9,8.32797510815838,4
6,salinity,2015-02-26,36,72,9,332,ASW,15,2,1,3166.97,18.16,1,9,8.0547798826659,4
7,salinity,2015-02-26,36,72,9,333,ASW,15,2,1,4686.2,18.16,1,9,8.44849456235002,4
8,salinity,2015-02-26,36,72,9,1263,ASW,15,2,1,4448.43,18.16,1,9,8.39621580926319,4
9,salinity,2015-02-26,36,72,9,331,ASW,15,12,1,5187.83,17.76,1,9,8.55064150706265,4
10,salinity,2015-02-26,36,72,9,332,ASW,15,12,1,3906.52,17.76,1,9,8.26584561972895,4
11,salinity,2015-02-26,36,72,9,333,ASW,15,12,1,4435.48,17.76,1,9,8.39337900487794,4
12,salinity,2015-02-26,36,72,9,1263,ASW,15,12,1,2014.92,17.76,1,9,7.59948145038664,4
13,salinity,2015-02-26,36,72,9,331,ASW,15,24,1,4316.5,20.12,1,9,8.36552808665301,4
14,salinity,2015-02-26,36,72,9,332,ASW,15,24,1,3916.37,20.12,1,9,8.26776983108155,4
15,salinity,2015-02-26,36,72,9,333,ASW,15,24,1,4310.59,20.12,1,9,8.36415156303068,4
16,salinity,2015-02-26,36,72,9,1263,ASW,15,24,1,2867.11,20.12,1,9,7.9540175748026,4
17,salinity,2015-02-26,36,72,9,331,ASW,15,36,1,2560.55,18.59,1,9,7.84069071598437,4
18,salinity,2015-02-26,36,72,9,332,ASW,15,36,1,2457.93,18.59,1,9,7.79948278989446,4
19,salinity,2015-02-26,36,72,9,333,ASW,15,36,1,2375.14,18.59,1,9,7.7649539640466,4
20,salinity,2015-02-26,36,72,9,1263,ASW,15,36,1,3147.01,18.59,1,9,8.04828336375139,4
21,salinity,2015-02-26,36,72,9,331,ASW,15,0,2,3918.71,24.09,2,9,8.26735139256986,4
22,salinity,2015-02-26,36,72,9,332,ASW,15,0,2,1805.21,24.09,2,9,7.48499765889747,4
23,salinity,2015-02-26,36,72,9,333,ASW,15,0,2,3397.31,24.09,2,9,8.12362305677102,4
