"Number","Experiment","Date","Day","Hour","Transfer","Strain","Media","Temperature","Treatment","Replicate","RF","Rfctrl","Rep","seqRep","lnRF","trDay"
10,"crypt_flask",2015-03-03,12,96,2,"332","ASW","15","12",3,3677.22,17.71,"3","B",8.20508453765129,5
11,"crypt_flask",2015-03-03,12,96,2,"333","ASW","15","12",3,4138.01,18.2,"3","B",8.32356232477532,5
12,"crypt_flask",2015-03-03,12,96,2,"1263","ASW","15","12",3,3018.73,18.2,"3","B",8.00654421871319,5
13,"crypt_flask",2015-03-03,12,96,2,"331","ASW","15","24",3,2726.35,18.2,"3","B",7.90402102393091,5
14,"crypt_flask",2015-03-03,12,96,2,"332","ASW","15","24",3,3058.58,18.2,"3","B",8.01973778658842,5
15,"crypt_flask",2015-03-03,12,96,2,"333","ASW","15","24",3,2625.54,18.2,"3","B",7.8660858235349,5
16,"crypt_flask",2015-03-03,12,96,2,"1263","ASW","15","24",3,2933.99,19.12,"3","B",7.9775805008776,5
17,"crypt_flask",2015-03-03,12,96,2,"331","ASW","15","36",3,1202.89,19.12,"3","B",7.07645953981691,5
18,"crypt_flask",2015-03-03,12,96,2,"332","ASW","15","36",3,2046.04,19.12,"3","B",7.61427267848025,5
19,"crypt_flask",2015-03-03,12,96,2,"333","ASW","15","36",3,1719.97,19.12,"3","B",7.43888340508596,5
20,"crypt_flask",2015-03-03,12,96,2,"1263","ASW","15","36",3,3168.02,19.12,"3","B",8.05480846448374,5
1,"crypt_flask",2015-03-04,13,120,2,"331","ASW","15","0",3,1997.96,18.03,"3","B",7.59081676952828,6
2,"crypt_flask",2015-03-04,13,120,2,"332","ASW","15","0",3,1528.12,18.03,"3","B",7.31992453068181,6
3,"crypt_flask",2015-03-04,13,120,2,"333","ASW","15","0",3,5079.63,18.03,"3","B",8.52943791783268,6
4,"crypt_flask",2015-03-04,13,120,2,"1263","ASW","15","0",3,6844.56,18.03,"3","B",8.82857177075369,6
5,"crypt_flask",2015-03-04,13,120,2,"331","ASW","15","2",3,9028.3,16.54,"3","B",9.10628567003906,6
6,"crypt_flask",2015-03-04,13,120,2,"332","ASW","15","2",3,5790.99,16.54,"3","B",8.66119829275932,6
7,"crypt_flask",2015-03-04,13,120,2,"333","ASW","15","2",3,9559.01,16.54,"3","B",9.16350764078421,6
8,"crypt_flask",2015-03-04,13,120,2,"1263","ASW","15","2",3,10201.77,16.54,"3","B",9.2286939106347,6
9,"crypt_flask",2015-03-04,13,120,2,"331","ASW","15","12",3,8736.25,18.92,"3","B",9.07306827735593,6
10,"crypt_flask",2015-03-04,13,120,2,"332","ASW","15","12",3,7779.92,18.92,"3","B",8.95686647085414,6
11,"crypt_flask",2015-03-04,13,120,2,"333","ASW","15","12",3,6588.06,18.92,"3","B",8.79013820488945,6
12,"crypt_flask",2015-03-04,13,120,2,"1263","ASW","15","12",3,5630.77,18.92,"3","B",8.63263571242608,6
13,"crypt_flask",2015-03-04,13,120,2,"331","ASW","15","24",3,5329.3,16.05,"3","B",8.5779589797388,6
14,"crypt_flask",2015-03-04,13,120,2,"332","ASW","15","24",3,6294.35,16.05,"3","B",8.74485452217927,6
15,"crypt_flask",2015-03-04,13,120,2,"333","ASW","15","24",3,4890.4,16.05,"3","B",8.49174204120894,6
16,"crypt_flask",2015-03-04,13,120,2,"1263","ASW","15","24",3,5565.81,16.05,"3","B",8.62150996256222,6
17,"crypt_flask",2015-03-04,13,120,2,"331","ASW","15","36",3,1756.79,16.38,"3","B",7.46187599663558,6
18,"crypt_flask",2015-03-04,13,120,2,"332","ASW","15","36",3,2884.04,16.38,"3","B",7.96125164518011,6
19,"crypt_flask",2015-03-04,13,120,2,"333","ASW","15","36",3,2115.91,16.38,"3","B",7.64946878913862,6
20,"crypt_flask",2015-03-04,13,120,2,"1263","ASW","15","36",3,6506,16.38,"3","B",8.77795925636605,6
