Number,Date,Day,Hour,Transfer,Strain,Treatment,Replicate,RF,Rfctrl
1,2014-12-09,0,0,D,156-4,0,1,4474.48,17.18
2,2014-12-09,0,0,D,167-7,0,1,2781.83,17.18
3,2014-12-09,0,0,D,168-16,0,1,4802.23,17.18
4,2014-12-09,0,0,D,169-30,0,1,2924.04,17.18
5,2014-12-09,0,0,D,164-11,0,1,5539.59,17.18
6,2014-12-09,0,0,D,156-4,2,1,4957.6,19.05
7,2014-12-09,0,0,D,167-7,2,1,5972.69,19.05
8,2014-12-09,0,0,D,168-16,2,1,6313.27,19.05
9,2014-12-09,0,0,D,169-30,2,1,5924.17,19.05
10,2014-12-09,0,0,D,164-11,2,1,6183.02,19.05
11,2014-12-09,0,0,D,156-4,12,1,6074.48,15.73
12,2014-12-09,0,0,D,167-7,12,1,5700.09,15.73
13,2014-12-09,0,0,D,168-16,12,1,7009.72,15.73
14,2014-12-09,0,0,D,169-30,12,1,4640.09,15.73
15,2014-12-09,0,0,D,164-11,12,1,6722.66,15.73
16,2014-12-09,0,0,D,156-4,24,1,5578.28,17.61
17,2014-12-09,0,0,D,167-7,24,1,7071.45,17.61
18,2014-12-09,0,0,D,168-16,24,1,7150.61,17.61
19,2014-12-09,0,0,D,169-30,24,1,6154.26,17.61
20,2014-12-09,0,0,D,164-11,24,1,7469.54,17.61
21,2014-12-09,0,0,D,156-4,36,1,5550.55,21.91
22,2014-12-09,0,0,D,167-7,36,1,7448.29,21.91
23,2014-12-09,0,0,D,168-16,36,1,4686.79,21.91
24,2014-12-09,0,0,D,169-30,36,1,8549.66,21.91
25,2014-12-09,0,0,D,164-11,36,1,10672.51,21.91
26,2014-12-09,0,0,D,156-4,0,2,4418.46,17.18
27,2014-12-09,0,0,D,167-7,0,2,5107.04,17.18
28,2014-12-09,0,0,D,168-16,0,2,4952.85,17.18
29,2014-12-09,0,0,D,169-30,0,2,5597.71,17.18
30,2014-12-09,0,0,D,164-11,0,2,6900.89,17.18
31,2014-12-09,0,0,D,156-4,2,2,5260.08,19.05
32,2014-12-09,0,0,D,167-7,2,2,5985.41,19.05
33,2014-12-09,0,0,D,168-16,2,2,5769.82,19.05
34,2014-12-09,0,0,D,169-30,2,2,6893.55,19.05
35,2014-12-09,0,0,D,164-11,2,2,5566.79,19.05
36,2014-12-09,0,0,D,156-4,12,2,5593.66,15.73
37,2014-12-09,0,0,D,167-7,12,2,6507.47,15.73
38,2014-12-09,0,0,D,168-16,12,2,6741.16,15.73
39,2014-12-09,0,0,D,169-30,12,2,5070.21,15.73
40,2014-12-09,0,0,D,164-11,12,2,4313.95,15.73
41,2014-12-09,0,0,D,156-4,24,2,5851.83,17.61
42,2014-12-09,0,0,D,167-7,24,2,8109.95,17.61
43,2014-12-09,0,0,D,168-16,24,2,6644.38,17.61
44,2014-12-09,0,0,D,169-30,24,2,6080.24,17.61
45,2014-12-09,0,0,D,164-11,24,2,7053.87,17.61
46,2014-12-09,0,0,D,156-4,36,2,6256.16,21.91
47,2014-12-09,0,0,D,167-7,36,2,8115.13,21.91
48,2014-12-09,0,0,D,168-16,36,2,4590.56,21.91
49,2014-12-09,0,0,D,169-30,36,2,7686.17,21.91
50,2014-12-09,0,0,D,164-11,36,2,11417.97,21.91
51,2014-12-09,0,0,D,156-4,0,3,5119.44,17.18
52,2014-12-09,0,0,D,167-7,0,3,4513.24,17.18
53,2014-12-09,0,0,D,168-16,0,3,5275.03,17.18
54,2014-12-09,0,0,D,169-30,0,3,7501.02,17.18
55,2014-12-09,0,0,D,164-11,0,3,5635.32,17.18
56,2014-12-09,0,0,D,156-4,2,3,5748.24,19.05
57,2014-12-09,0,0,D,167-7,2,3,5023.01,19.05
58,2014-12-09,0,0,D,168-16,2,3,4544.05,19.05
59,2014-12-09,0,0,D,169-30,2,3,8162.27,19.05
60,2014-12-09,0,0,D,164-11,2,3,6108.54,19.05
61,2014-12-09,0,0,D,156-4,12,3,6183.66,15.73
62,2014-12-09,0,0,D,167-7,12,3,5700.76,15.73
63,2014-12-09,0,0,D,168-16,12,3,6846.34,15.73
64,2014-12-09,0,0,D,169-30,12,3,4687.25,15.73
65,2014-12-09,0,0,D,164-11,12,3,6015.86,15.73
66,2014-12-09,0,0,D,156-4,24,3,5078.99,17.61
67,2014-12-09,0,0,D,167-7,24,3,5906.4,17.61
68,2014-12-09,0,0,D,168-16,24,3,6484.39,17.61
69,2014-12-09,0,0,D,169-30,24,3,5408.03,17.61
70,2014-12-09,0,0,D,164-11,24,3,5968.53,17.61
71,2014-12-09,0,0,D,156-4,36,3,6844.24,21.91
72,2014-12-09,0,0,D,167-7,36,3,6628.06,21.91
73,2014-12-09,0,0,D,168-16,36,3,4074.93,21.91
74,2014-12-09,0,0,D,169-30,36,3,6333.25,21.91
75,2014-12-09,0,0,D,164-11,36,3,7336.14,21.91
1,2014-12-10,1,24,D,156-4,0,1,9444.67,17.31
2,2014-12-10,1,24,D,167-7,0,1,5526.72,17.31
3,2014-12-10,1,24,D,168-16,0,1,10044.76,17.31
4,2014-12-10,1,24,D,169-30,0,1,6162.28,17.31
5,2014-12-10,1,24,D,164-11,0,1,9901.75,17.31
6,2014-12-10,1,24,D,156-4,2,1,9044.37,17.91
7,2014-12-10,1,24,D,167-7,2,1,9438.4,17.91
8,2014-12-10,1,24,D,168-16,2,1,8409.33,17.91
9,2014-12-10,1,24,D,169-30,2,1,5690.27,17.91
10,2014-12-10,1,24,D,164-11,2,1,9414.75,17.91
11,2014-12-10,1,24,D,156-4,12,1,5787.6,15.2
12,2014-12-10,1,24,D,167-7,12,1,9779.37,15.2
13,2014-12-10,1,24,D,168-16,12,1,7331.96,15.2
14,2014-12-10,1,24,D,169-30,12,1,7527.19,15.2
15,2014-12-10,1,24,D,164-11,12,1,8541.55,15.2
16,2014-12-10,1,24,D,156-4,24,1,6615.67,19.47
17,2014-12-10,1,24,D,167-7,24,1,11716.66,19.47
18,2014-12-10,1,24,D,168-16,24,1,9116.11,19.47
19,2014-12-10,1,24,D,169-30,24,1,7682.28,19.47
20,2014-12-10,1,24,D,164-11,24,1,8570.8,19.47
21,2014-12-10,1,24,D,156-4,36,1,7248.23,23.33
22,2014-12-10,1,24,D,167-7,36,1,9859.8,23.33
23,2014-12-10,1,24,D,168-16,36,1,4549.91,23.33
24,2014-12-10,1,24,D,169-30,36,1,9741.1,23.33
25,2014-12-10,1,24,D,164-11,36,1,11489.94,23.33
26,2014-12-10,1,24,D,156-4,0,2,8936.49,17.31
27,2014-12-10,1,24,D,167-7,0,2,7189.64,17.31
28,2014-12-10,1,24,D,168-16,0,2,12593.17,17.31
29,2014-12-10,1,24,D,169-30,0,2,7872.45,17.31
30,2014-12-10,1,24,D,164-11,0,2,11945.27,17.31
31,2014-12-10,1,24,D,156-4,2,2,9028.88,17.91
32,2014-12-10,1,24,D,167-7,2,2,8888.61,17.91
33,2014-12-10,1,24,D,168-16,2,2,9183.7,17.91
34,2014-12-10,1,24,D,169-30,2,2,6279.15,17.91
35,2014-12-10,1,24,D,164-11,2,2,10099.58,17.91
36,2014-12-10,1,24,D,156-4,12,2,7860.03,15.2
37,2014-12-10,1,24,D,167-7,12,2,10509.83,15.2
38,2014-12-10,1,24,D,168-16,12,2,7610.45,15.2
39,2014-12-10,1,24,D,169-30,12,2,7791.07,15.2
40,2014-12-10,1,24,D,164-11,12,2,8423.88,15.2
41,2014-12-10,1,24,D,156-4,24,2,6614.19,19.47
42,2014-12-10,1,24,D,167-7,24,2,11467.43,19.47
43,2014-12-10,1,24,D,168-16,24,2,10445.05,19.47
44,2014-12-10,1,24,D,169-30,24,2,7992.68,19.47
45,2014-12-10,1,24,D,164-11,24,2,9077.67,19.47
46,2014-12-10,1,24,D,156-4,36,2,8082.4,23.33
47,2014-12-10,1,24,D,167-7,36,2,10817.5,23.33
48,2014-12-10,1,24,D,168-16,36,2,4674.07,23.33
49,2014-12-10,1,24,D,169-30,36,2,8438.8,23.33
50,2014-12-10,1,24,D,164-11,36,2,12137.45,23.33
51,2014-12-10,1,24,D,156-4,0,3,8723.13,17.31
52,2014-12-10,1,24,D,167-7,0,3,6783.07,17.31
53,2014-12-10,1,24,D,168-16,0,3,10729.06,17.31
54,2014-12-10,1,24,D,169-30,0,3,10631.36,17.31
55,2014-12-10,1,24,D,164-11,0,3,11115.43,17.31
56,2014-12-10,1,24,D,156-4,2,3,8589.85,17.91
57,2014-12-10,1,24,D,167-7,2,3,9381.95,17.91
58,2014-12-10,1,24,D,168-16,2,3,8235.52,17.91
59,2014-12-10,1,24,D,169-30,2,3,9824.67,17.91
60,2014-12-10,1,24,D,164-11,2,3,9025.89,17.91
61,2014-12-10,1,24,D,156-4,12,3,6373.19,15.2
62,2014-12-10,1,24,D,167-7,12,3,9877.67,15.2
63,2014-12-10,1,24,D,168-16,12,3,7567.93,15.2
64,2014-12-10,1,24,D,169-30,12,3,5461.92,15.2
65,2014-12-10,1,24,D,164-11,12,3,10291.63,15.2
66,2014-12-10,1,24,D,156-4,24,3,6282.67,19.47
67,2014-12-10,1,24,D,167-7,24,3,11770.38,19.47
68,2014-12-10,1,24,D,168-16,24,3,9904.81,19.47
69,2014-12-10,1,24,D,169-30,24,3,7175.67,19.47
70,2014-12-10,1,24,D,164-11,24,3,9428.41,19.47
71,2014-12-10,1,24,D,156-4,36,3,9212.01,23.33
72,2014-12-10,1,24,D,167-7,36,3,10205.91,23.33
73,2014-12-10,1,24,D,168-16,36,3,4594.3,23.33
74,2014-12-10,1,24,D,169-30,36,3,6729.68,23.33
75,2014-12-10,1,24,D,164-11,36,3,11875.84,23.33
1,2014-12-11,2,48,D,156-4,0,1,15188.28,16.44
2,2014-12-11,2,48,D,167-7,0,1,7711.19,16.44
3,2014-12-11,2,48,D,168-16,0,1,17560.58,16.44
4,2014-12-11,2,48,D,169-30,0,1,6646.4,16.44
5,2014-12-11,2,48,D,164-11,0,1,17075.48,16.44
6,2014-12-11,2,48,D,156-4,2,1,13668.85,18.3
7,2014-12-11,2,48,D,167-7,2,1,14159.58,18.3
8,2014-12-11,2,48,D,168-16,2,1,11741.29,18.3
9,2014-12-11,2,48,D,169-30,2,1,5834.27,18.3
10,2014-12-11,2,48,D,164-11,2,1,8846.66,18.3
11,2014-12-11,2,48,D,156-4,12,1,7872.17,15.72
12,2014-12-11,2,48,D,167-7,12,1,14389.41,15.72
13,2014-12-11,2,48,D,168-16,12,1,4908.91,15.72
14,2014-12-11,2,48,D,169-30,12,1,9413.8,15.72
15,2014-12-11,2,48,D,164-11,12,1,10381.13,15.72
16,2014-12-11,2,48,D,156-4,24,1,11079.67,17.51
17,2014-12-11,2,48,D,167-7,24,1,19627.79,17.51
18,2014-12-11,2,48,D,168-16,24,1,16746.4,17.51
19,2014-12-11,2,48,D,169-30,24,1,12300.2,17.51
20,2014-12-11,2,48,D,164-11,24,1,9484.23,17.51
21,2014-12-11,2,48,D,156-4,36,1,8698.94,21.52
22,2014-12-11,2,48,D,167-7,36,1,13864.31,21.52
23,2014-12-11,2,48,D,168-16,36,1,5356.98,21.52
24,2014-12-11,2,48,D,169-30,36,1,10309.02,21.52
25,2014-12-11,2,48,D,164-11,36,1,12073.21,21.52
26,2014-12-11,2,48,D,156-4,0,2,15640.49,16.44
27,2014-12-11,2,48,D,167-7,0,2,9311.14,16.44
28,2014-12-11,2,48,D,168-16,0,2,16494.73,16.44
29,2014-12-11,2,48,D,169-30,0,2,7124.41,16.44
30,2014-12-11,2,48,D,164-11,0,2,16450.05,16.44
31,2014-12-11,2,48,D,156-4,2,2,13990.28,18.3
32,2014-12-11,2,48,D,167-7,2,2,12054.34,18.3
33,2014-12-11,2,48,D,168-16,2,2,11526.89,18.3
34,2014-12-11,2,48,D,169-30,2,2,6866.76,18.3
35,2014-12-11,2,48,D,164-11,2,2,9662.67,18.3
36,2014-12-11,2,48,D,156-4,12,2,8808.48,15.72
37,2014-12-11,2,48,D,167-7,12,2,14338.49,15.72
38,2014-12-11,2,48,D,168-16,12,2,4001.62,15.72
39,2014-12-11,2,48,D,169-30,12,2,10185.25,15.72
40,2014-12-11,2,48,D,164-11,12,2,12642.66,15.72
41,2014-12-11,2,48,D,156-4,24,2,11076.02,17.51
42,2014-12-11,2,48,D,167-7,24,2,23366.69,17.51
43,2014-12-11,2,48,D,168-16,24,2,17545.34,17.51
44,2014-12-11,2,48,D,169-30,24,2,13214.81,17.51
45,2014-12-11,2,48,D,164-11,24,2,9754.43,17.51
46,2014-12-11,2,48,D,156-4,36,2,11943.96,21.52
47,2014-12-11,2,48,D,167-7,36,2,16849.2,21.52
48,2014-12-11,2,48,D,168-16,36,2,6947.75,21.52
49,2014-12-11,2,48,D,169-30,36,2,11192.13,21.52
50,2014-12-11,2,48,D,164-11,36,2,13506.4,21.52
51,2014-12-11,2,48,D,156-4,0,3,14213.8,16.44
52,2014-12-11,2,48,D,167-7,0,3,8942.79,16.44
53,2014-12-11,2,48,D,168-16,0,3,19422.97,16.44
54,2014-12-11,2,48,D,169-30,0,3,12512.77,16.44
55,2014-12-11,2,48,D,164-11,0,3,14237.98,16.44
56,2014-12-11,2,48,D,156-4,2,3,13788.67,18.3
57,2014-12-11,2,48,D,167-7,2,3,12966.01,18.3
58,2014-12-11,2,48,D,168-16,2,3,12045.87,18.3
59,2014-12-11,2,48,D,169-30,2,3,14055.8,18.3
60,2014-12-11,2,48,D,164-11,2,3,10852.46,18.3
61,2014-12-11,2,48,D,156-4,12,3,8265.44,15.72
62,2014-12-11,2,48,D,167-7,12,3,13587.13,15.72
63,2014-12-11,2,48,D,168-16,12,3,5794.14,15.72
64,2014-12-11,2,48,D,169-30,12,3,6193.46,15.72
65,2014-12-11,2,48,D,164-11,12,3,8829.85,15.72
66,2014-12-11,2,48,D,156-4,24,3,9992.81,17.51
67,2014-12-11,2,48,D,167-7,24,3,17571.94,17.51
68,2014-12-11,2,48,D,168-16,24,3,14995.05,17.51
69,2014-12-11,2,48,D,169-30,24,3,10838.55,17.51
70,2014-12-11,2,48,D,164-11,24,3,9086.36,17.51
71,2014-12-11,2,48,D,156-4,36,3,12774.76,21.52
72,2014-12-11,2,48,D,167-7,36,3,13616.57,21.52
73,2014-12-11,2,48,D,168-16,36,3,4740.07,21.52
74,2014-12-11,2,48,D,169-30,36,3,8153.66,21.52
75,2014-12-11,2,48,D,164-11,36,3,11747.6,21.52
1,2014-12-12,3,72,D,156-4,0,1,24904.73,16.63
2,2014-12-12,3,72,D,167-7,0,1,9557.95,16.63
3,2014-12-12,3,72,D,168-16,0,1,27947.98,16.63
4,2014-12-12,3,72,D,169-30,0,1,6437.11,16.63
5,2014-12-12,3,72,D,164-11,0,1,23278.95,16.63
6,2014-12-12,3,72,D,156-4,2,1,20719.72,18.28
7,2014-12-12,3,72,D,167-7,2,1,19391.87,18.28
8,2014-12-12,3,72,D,168-16,2,1,17127.7,18.28
9,2014-12-12,3,72,D,169-30,2,1,6352.23,18.28
10,2014-12-12,3,72,D,164-11,2,1,8182.17,18.28
11,2014-12-12,3,72,D,156-4,12,1,10937.62,17.01
12,2014-12-12,3,72,D,167-7,12,1,20258.24,17.01
13,2014-12-12,3,72,D,168-16,12,1,4007.41,17.01
14,2014-12-12,3,72,D,169-30,12,1,9436.24,17.01
15,2014-12-12,3,72,D,164-11,12,1,11735.35,17.01
16,2014-12-12,3,72,D,156-4,24,1,20199.76,19.09
17,2014-12-12,3,72,D,167-7,24,1,31059.8,19.09
18,2014-12-12,3,72,D,168-16,24,1,24018.45,19.09
19,2014-12-12,3,72,D,169-30,24,1,18676.68,19.09
20,2014-12-12,3,72,D,164-11,24,1,10020.42,19.09
21,2014-12-12,3,72,D,156-4,36,1,12155.49,20.97
22,2014-12-12,3,72,D,167-7,36,1,15704.73,20.97
23,2014-12-12,3,72,D,168-16,36,1,9081.5,20.97
24,2014-12-12,3,72,D,169-30,36,1,10783.18,20.97
25,2014-12-12,3,72,D,164-11,36,1,13440.97,20.97
26,2014-12-12,3,72,D,156-4,0,2,23445.5,16.63
27,2014-12-12,3,72,D,167-7,0,2,7770.49,16.63
28,2014-12-12,3,72,D,168-16,0,2,27012.77,16.63
29,2014-12-12,3,72,D,169-30,0,2,8316.74,16.63
30,2014-12-12,3,72,D,164-11,0,2,24107.44,16.63
31,2014-12-12,3,72,D,156-4,2,2,20872.72,18.28
32,2014-12-12,3,72,D,167-7,2,2,16231.21,18.28
33,2014-12-12,3,72,D,168-16,2,2,16786,18.28
34,2014-12-12,3,72,D,169-30,2,2,7413.66,18.28
35,2014-12-12,3,72,D,164-11,2,2,7957.04,18.28
36,2014-12-12,3,72,D,156-4,12,2,11534.54,17.01
37,2014-12-12,3,72,D,167-7,12,2,17765.17,17.01
38,2014-12-12,3,72,D,168-16,12,2,3674.79,17.01
39,2014-12-12,3,72,D,169-30,12,2,11329.8,17.01
40,2014-12-12,3,72,D,164-11,12,2,12611.61,17.01
41,2014-12-12,3,72,D,156-4,24,2,18869.25,19.09
42,2014-12-12,3,72,D,167-7,24,2,32635.16,19.09
43,2014-12-12,3,72,D,168-16,24,2,26681.29,19.09
44,2014-12-12,3,72,D,169-30,24,2,18690.06,19.09
45,2014-12-12,3,72,D,164-11,24,2,10539.08,19.09
46,2014-12-12,3,72,D,156-4,36,2,14835.01,20.97
47,2014-12-12,3,72,D,167-7,36,2,19380.26,20.97
48,2014-12-12,3,72,D,168-16,36,2,8589.09,20.97
49,2014-12-12,3,72,D,169-30,36,2,9563.74,20.97
50,2014-12-12,3,72,D,164-11,36,2,12803.72,20.97
51,2014-12-12,3,72,D,156-4,0,3,22507.55,16.63
52,2014-12-12,3,72,D,167-7,0,3,8656.31,16.63
53,2014-12-12,3,72,D,168-16,0,3,25251.47,16.63
54,2014-12-12,3,72,D,169-30,0,3,18161.77,16.63
55,2014-12-12,3,72,D,164-11,0,3,22650.67,16.63
56,2014-12-12,3,72,D,156-4,2,3,20455.45,18.28
57,2014-12-12,3,72,D,167-7,2,3,16732.54,18.28
58,2014-12-12,3,72,D,168-16,2,3,16357.08,18.28
59,2014-12-12,3,72,D,169-30,2,3,16560.22,18.28
60,2014-12-12,3,72,D,164-11,2,3,9731.26,18.28
61,2014-12-12,3,72,D,156-4,12,3,10101.09,17.01
62,2014-12-12,3,72,D,167-7,12,3,18409.75,17.01
63,2014-12-12,3,72,D,168-16,12,3,4396.74,17.01
64,2014-12-12,3,72,D,169-30,12,3,11461.89,17.01
65,2014-12-12,3,72,D,164-11,12,3,12667.42,17.01
66,2014-12-12,3,72,D,156-4,24,3,20266.36,19.09
67,2014-12-12,3,72,D,167-7,24,3,27840.91,19.09
68,2014-12-12,3,72,D,168-16,24,3,24329.32,19.09
69,2014-12-12,3,72,D,169-30,24,3,18138.98,19.09
70,2014-12-12,3,72,D,164-11,24,3,9661.18,19.09
71,2014-12-12,3,72,D,156-4,36,3,15794.7,20.97
72,2014-12-12,3,72,D,167-7,36,3,16338,20.97
73,2014-12-12,3,72,D,168-16,36,3,4794.24,20.97
74,2014-12-12,3,72,D,169-30,36,3,7980.61,20.97
75,2014-12-12,3,72,D,164-11,36,3,10710.26,20.97
1,2014-12-13,4,96,D,156-4,0,1,33731.56,17.02
2,2014-12-13,4,96,D,167-7,0,1,11077.75,17.02
3,2014-12-13,4,96,D,168-16,0,1,37128.04,17.02
4,2014-12-13,4,96,D,169-30,0,1,8758.07,17.02
5,2014-12-13,4,96,D,164-11,0,1,32072.37,17.02
6,2014-12-13,4,96,D,156-4,2,1,29259,21.49
7,2014-12-13,4,96,D,167-7,2,1,29281.38,21.49
8,2014-12-13,4,96,D,168-16,2,1,24360.77,21.49
9,2014-12-13,4,96,D,169-30,2,1,6706.14,21.49
10,2014-12-13,4,96,D,164-11,2,1,6986.67,21.49
11,2014-12-13,4,96,D,156-4,12,1,14466.14,16.99
12,2014-12-13,4,96,D,167-7,12,1,25924.96,16.99
13,2014-12-13,4,96,D,168-16,12,1,4174.32,16.99
14,2014-12-13,4,96,D,169-30,12,1,13675.15,16.99
15,2014-12-13,4,96,D,164-11,12,1,13280.06,16.99
16,2014-12-13,4,96,D,156-4,24,1,30304.83,18.83
17,2014-12-13,4,96,D,167-7,24,1,44100.7,18.83
18,2014-12-13,4,96,D,168-16,24,1,29928.05,18.83
19,2014-12-13,4,96,D,169-30,24,1,24850.42,18.83
20,2014-12-13,4,96,D,164-11,24,1,10255.94,18.83
21,2014-12-13,4,96,D,156-4,36,1,14701.86,21.72
22,2014-12-13,4,96,D,167-7,36,1,15169.5,21.72
23,2014-12-13,4,96,D,168-16,36,1,10755.13,21.72
24,2014-12-13,4,96,D,169-30,36,1,11592.61,21.72
25,2014-12-13,4,96,D,164-11,36,1,12087.77,21.72
26,2014-12-13,4,96,D,156-4,0,2,33362.63,17.02
27,2014-12-13,4,96,D,167-7,0,2,10427.53,17.02
28,2014-12-13,4,96,D,168-16,0,2,37633.91,17.02
29,2014-12-13,4,96,D,169-30,0,2,10281.96,17.02
30,2014-12-13,4,96,D,164-11,0,2,30572.1,17.02
31,2014-12-13,4,96,D,156-4,2,2,29642.76,21.49
32,2014-12-13,4,96,D,167-7,2,2,20443.54,21.49
33,2014-12-13,4,96,D,168-16,2,2,24548.08,21.49
34,2014-12-13,4,96,D,169-30,2,2,7818.28,21.49
35,2014-12-13,4,96,D,164-11,2,2,7516.03,21.49
36,2014-12-13,4,96,D,156-4,12,2,15713.17,16.99
37,2014-12-13,4,96,D,167-7,12,2,26258.15,16.99
38,2014-12-13,4,96,D,168-16,12,2,3995.3,16.99
39,2014-12-13,4,96,D,169-30,12,2,14470.18,16.99
40,2014-12-13,4,96,D,164-11,12,2,13879.81,16.99
41,2014-12-13,4,96,D,156-4,24,2,30038.36,18.83
42,2014-12-13,4,96,D,167-7,24,2,49858.27,18.83
43,2014-12-13,4,96,D,168-16,24,2,36295.96,18.83
44,2014-12-13,4,96,D,169-30,24,2,24724.78,18.83
45,2014-12-13,4,96,D,164-11,24,2,13238.59,18.83
46,2014-12-13,4,96,D,156-4,36,2,18336.32,21.72
47,2014-12-13,4,96,D,167-7,36,2,21330.81,21.72
48,2014-12-13,4,96,D,168-16,36,2,11114.02,21.72
49,2014-12-13,4,96,D,169-30,36,2,12275.82,21.72
50,2014-12-13,4,96,D,164-11,36,2,13461.72,21.72
51,2014-12-13,4,96,D,156-4,0,3,31154.85,17.02
52,2014-12-13,4,96,D,167-7,0,3,9785.32,17.02
53,2014-12-13,4,96,D,168-16,0,3,29255.28,17.02
54,2014-12-13,4,96,D,169-30,0,3,26431.32,17.02
55,2014-12-13,4,96,D,164-11,0,3,27386.51,17.02
56,2014-12-13,4,96,D,156-4,2,3,29590.36,21.49
57,2014-12-13,4,96,D,167-7,2,3,24883.24,21.49
58,2014-12-13,4,96,D,168-16,2,3,24073.84,21.49
59,2014-12-13,4,96,D,169-30,2,3,20300.23,21.49
60,2014-12-13,4,96,D,164-11,2,3,8535.47,21.49
61,2014-12-13,4,96,D,156-4,12,3,13932.78,16.99
62,2014-12-13,4,96,D,167-7,12,3,26586.07,16.99
63,2014-12-13,4,96,D,168-16,12,3,4678.05,16.99
64,2014-12-13,4,96,D,169-30,12,3,14582.09,16.99
65,2014-12-13,4,96,D,164-11,12,3,11455.92,16.99
66,2014-12-13,4,96,D,156-4,24,3,28780.8,18.83
67,2014-12-13,4,96,D,167-7,24,3,46268.36,18.83
68,2014-12-13,4,96,D,168-16,24,3,31930.81,18.83
69,2014-12-13,4,96,D,169-30,24,3,20230.31,18.83
70,2014-12-13,4,96,D,164-11,24,3,11085.47,18.83
71,2014-12-13,4,96,D,156-4,36,3,19218.27,21.72
72,2014-12-13,4,96,D,167-7,36,3,14892.33,21.72
73,2014-12-13,4,96,D,168-16,36,3,4607.91,21.72
74,2014-12-13,4,96,D,169-30,36,3,8145.82,21.72
75,2014-12-13,4,96,D,164-11,36,3,10626.34,21.72
1,2014-12-14,5,120,D,156-4,0,1,43318.86,16.52
2,2014-12-14,5,120,D,167-7,0,1,12922.22,16.52
3,2014-12-14,5,120,D,168-16,0,1,47188.49,16.52
4,2014-12-14,5,120,D,169-30,0,1,10490.07,16.52
5,2014-12-14,5,120,D,164-11,0,1,40836.09,16.52
6,2014-12-14,5,120,D,156-4,2,1,39793.21,20.65
7,2014-12-14,5,120,D,167-7,2,1,33965.65,20.65
8,2014-12-14,5,120,D,168-16,2,1,33696.92,20.65
9,2014-12-14,5,120,D,169-30,2,1,6284.84,20.65
10,2014-12-14,5,120,D,164-11,2,1,7784.01,20.65
11,2014-12-14,5,120,D,156-4,12,1,21184.27,17.57
12,2014-12-14,5,120,D,167-7,12,1,34256,17.57
13,2014-12-14,5,120,D,168-16,12,1,4440.4,17.57
14,2014-12-14,5,120,D,169-30,12,1,17169.77,17.57
15,2014-12-14,5,120,D,164-11,12,1,14183.27,17.57
16,2014-12-14,5,120,D,156-4,24,1,44453.47,18.89
17,2014-12-14,5,120,D,167-7,24,1,62972.22,18.89
18,2014-12-14,5,120,D,168-16,24,1,42486.53,18.89
19,2014-12-14,5,120,D,169-30,24,1,24858.06,18.89
20,2014-12-14,5,120,D,164-11,24,1,12273.78,18.89
21,2014-12-14,5,120,D,156-4,36,1,21941.99,22.01
22,2014-12-14,5,120,D,167-7,36,1,22840.99,22.01
23,2014-12-14,5,120,D,168-16,36,1,16277.83,22.01
24,2014-12-14,5,120,D,169-30,36,1,15250.63,22.01
25,2014-12-14,5,120,D,164-11,36,1,13843.49,22.01
26,2014-12-14,5,120,D,156-4,0,2,43027.41,16.52
27,2014-12-14,5,120,D,167-7,0,2,12293.49,16.52
28,2014-12-14,5,120,D,168-16,0,2,45678.18,16.52
29,2014-12-14,5,120,D,169-30,0,2,12872.71,16.52
30,2014-12-14,5,120,D,164-11,0,2,40924.22,16.52
31,2014-12-14,5,120,D,156-4,2,2,37668.33,20.65
32,2014-12-14,5,120,D,167-7,2,2,27858.37,20.65
33,2014-12-14,5,120,D,168-16,2,2,33253.11,20.65
34,2014-12-14,5,120,D,169-30,2,2,8340.23,20.65
35,2014-12-14,5,120,D,164-11,2,2,7477.31,20.65
36,2014-12-14,5,120,D,156-4,12,2,22154.89,17.57
37,2014-12-14,5,120,D,167-7,12,2,35431.22,17.57
38,2014-12-14,5,120,D,168-16,12,2,4183.34,17.57
39,2014-12-14,5,120,D,169-30,12,2,18806.25,17.57
40,2014-12-14,5,120,D,164-11,12,2,15979.55,17.57
41,2014-12-14,5,120,D,156-4,24,2,44529.53,18.89
42,2014-12-14,5,120,D,167-7,24,2,74280.36,18.89
43,2014-12-14,5,120,D,168-16,24,2,48733.08,18.89
44,2014-12-14,5,120,D,169-30,24,2,24681.93,18.89
45,2014-12-14,5,120,D,164-11,24,2,14797.02,18.89
46,2014-12-14,5,120,D,156-4,36,2,23687.17,22.01
47,2014-12-14,5,120,D,167-7,36,2,25721.16,22.01
48,2014-12-14,5,120,D,168-16,36,2,16119.46,22.01
49,2014-12-14,5,120,D,169-30,36,2,13153.47,22.01
50,2014-12-14,5,120,D,164-11,36,2,18271.22,22.01
51,2014-12-14,5,120,D,156-4,0,3,41461.73,16.52
52,2014-12-14,5,120,D,167-7,0,3,11580.93,16.52
53,2014-12-14,5,120,D,168-16,0,3,35898.19,16.52
54,2014-12-14,5,120,D,169-30,0,3,34746.28,16.52
55,2014-12-14,5,120,D,164-11,0,3,36593.54,16.52
56,2014-12-14,5,120,D,156-4,2,3,37915.54,20.65
57,2014-12-14,5,120,D,167-7,2,3,31842.06,20.65
58,2014-12-14,5,120,D,168-16,2,3,34419.43,20.65
59,2014-12-14,5,120,D,169-30,2,3,21426.79,20.65
60,2014-12-14,5,120,D,164-11,2,3,8689.19,20.65
61,2014-12-14,5,120,D,156-4,12,3,16791.49,17.57
